id,Viti,Kategoria_Ekonomike,Drejtoria,Shuma,tremujori
3773,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,28053,2
3774,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,69499,1
3775,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,59572,1
3776,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,77975,3
3777,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,27707,4
3778,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,63561,2
3779,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,84142,3
3780,2016,132 - Shpenzimet Komunale,Kultura,1935,3
3781,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,75094,2
3782,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,84006,1
3783,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,59506,2
3784,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,81653,2
3785,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,1654,1
3786,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,73643,2
3787,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,54417,3
3788,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,87557,4
3789,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,24740,1
3790,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,19224,2
3791,2016,132 - Shpenzimet Komunale,Kultura,65417,2
3792,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),51047,1
3793,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,23883,2
3794,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,39376,3
3795,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,20579,1
3796,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,61294,1
3797,2016,132 - Shpenzimet Komunale,Kultura,26639,2
3798,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,8204,1
3799,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,50472,3
3800,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,38807,3
3801,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,66774,2
3802,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,76759,3
3803,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),72554,4
3804,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,72222,2
3805,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),28575,3
3806,2016,30 - Shpenzimet Kapitale,Kultura,13798,1
3807,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,80856,3
3808,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),26904,2
3809,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,55154,4
3810,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,80708,1
3811,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,66891,3
3812,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,28305,3
3813,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,67230,1
3814,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,85394,1
3815,2016,11 - Paga dhe Mëditje,Kultura,42934,2
3816,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,5064,2
3817,2016,30 - Shpenzimet Kapitale,Kultura,43343,2
3818,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,53148,3
3819,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,51842,4
3820,2016,11 - Paga dhe Mëditje,Kultura,63894,1
3821,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,20922,4
3822,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,65134,1
3823,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),52654,2
3824,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,68712,1
3825,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,66643,2
3826,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,44208,1
3827,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,29489,4
3828,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,34303,4
3829,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,71154,4
3830,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,30286,3
3831,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),13983,1
3832,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,72360,3
3833,2016,20 - Subvencione dhe Transfere,Kultura,23737,2
3834,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,55177,2
3835,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,87608,4
3836,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,48533,4
3837,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,7217,3
3838,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,44981,2
3839,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,19662,3
3840,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,87003,4
3841,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,78944,2
3842,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,70864,1
3843,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,63841,1
3844,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,16916,1
3845,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,56218,3
3846,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,74484,3
3847,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,86629,2
3848,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,63272,4
3849,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,45614,4
3850,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,11536,2
3851,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,4014,3
3852,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,69748,1
3853,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,63263,1
3854,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,16086,1
3855,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,467,2
3856,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,15120,3
3857,2016,20 - Subvencione dhe Transfere,Kultura,37362,4
3858,2016,30 - Shpenzimet Kapitale,Kultura,83921,3
3859,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,4682,4
3860,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),39146,4
3861,2016,132 - Shpenzimet Komunale,Kultura,37561,3
3862,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),86257,1
3863,2016,11 - Paga dhe Mëditje,Kultura,34073,4
3864,2016,30 - Shpenzimet Kapitale,Kultura,11872,4
3865,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),1326,3
3866,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,48556,2
3867,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,48605,1
3868,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,67424,1
3869,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,7244,1
3870,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,29037,4
3871,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,21839,3
3872,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,37721,2
3873,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,16180,1
3874,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,56581,3
3875,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,74919,4
3876,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),81256,3
3877,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,84732,4
3878,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,73382,1
3879,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,20181,2
3880,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,28332,2
3881,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),59312,4
3882,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),39323,4
3883,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,70022,3
3884,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,45604,2
3885,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,23455,4
3886,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),72749,1
3887,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,16131,3
3888,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,31580,4
3889,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),22258,1
3890,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),46086,4
3891,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,46114,1
3892,2016,11 - Paga dhe Mëditje,Kultura,71597,4
3893,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),73823,4
3894,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,35876,2
3895,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,15877,3
3896,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,13150,2
3897,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,1084,4
3898,2016,11 - Paga dhe Mëditje,Kultura,2105,1
3899,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,45787,3
3900,2016,132 - Shpenzimet Komunale,Kultura,76744,3
3901,2016,20 - Subvencione dhe Transfere,Kultura,26947,4
3902,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),78712,1
3903,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),10482,1
3904,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),3886,1
3905,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,14462,4
3906,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,81638,1
3907,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,60820,3
3908,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,79554,1
3909,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,22189,3
3910,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,46058,1
3911,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,73796,1
3912,2016,11 - Paga dhe Mëditje,Kultura,45064,4
3913,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,49086,3
3914,2016,132 - Shpenzimet Komunale,Kultura,42543,1
3915,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,32919,2
3916,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,15817,1
3917,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),17386,2
3918,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,69205,2
3919,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,46037,4
3920,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,65680,4
3921,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,6233,1
3922,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,36487,2
3923,2016,30 - Shpenzimet Kapitale,Kultura,55000,1
3924,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,54718,2
3925,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,33385,2
3926,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,52874,4
3927,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),2409,2
3928,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,81724,3
3929,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,42604,1
3930,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,66209,2
3931,2016,20 - Subvencione dhe Transfere,Kultura,47617,1
3932,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,22024,3
3933,2016,132 - Shpenzimet Komunale,Kultura,60605,3
3934,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,81144,2
3935,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,21395,4
3936,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,34,4
3937,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),48542,1
3938,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,2823,2
3939,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,32191,3
3940,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,59585,2
3941,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,29846,1
3942,2016,20 - Subvencione dhe Transfere,Kultura,37309,2
3943,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,46097,4
3944,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,37893,3
3945,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,82977,4
3946,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),16167,3
3947,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,88826,1
3948,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),37024,1
3949,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,70611,4
3950,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,54991,2
3951,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,78567,1
3952,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,30787,4
3953,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,60284,4
3954,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,34289,1
3955,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,47119,2
3956,2016,20 - Subvencione dhe Transfere,Kultura,40071,2
3957,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,41278,1
3958,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,5861,1
3959,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,11373,2
3960,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,47735,3
3961,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,78873,4
3962,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),8274,2
3963,2016,20 - Subvencione dhe Transfere,Kultura,39048,3
3964,2016,30 - Shpenzimet Kapitale,Kultura,49305,3
3965,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,32913,4
3966,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),64702,4
3967,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,22665,2
3968,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,49314,4
3969,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,75326,2
3970,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,41225,2
3971,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,42414,1
3972,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),17358,2
3973,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,43417,4
3974,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,76056,2
3975,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,35427,3
3976,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,49733,3
3977,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,60972,2
3978,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,39607,3
3979,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,69757,2
3980,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,84806,3
3981,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,80063,4
3982,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),1237,4
3983,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),21569,1
3984,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,60069,2
3985,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,27747,2
3986,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),47582,1
3987,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,57097,3
3988,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,82925,3
3989,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,80845,2
3990,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,29844,1
3991,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,87070,2
3992,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,78786,1
3993,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,47643,4
3994,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,43462,4
3995,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,3553,4
3996,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,2315,1
3997,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),19445,2
3998,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),73780,2
3999,2016,30 - Shpenzimet Kapitale,Kultura,29200,2
4000,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,31913,4
4001,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,69565,2
4002,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,71781,4
4003,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,29778,2
4004,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,14152,4
4005,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,7650,1
4006,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,2044,4
4007,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,55044,3
4008,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,86481,2
4009,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,43968,2
4010,2016,20 - Subvencione dhe Transfere,Kultura,48052,3
4011,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,74334,1
4012,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,68695,2
4013,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,26265,2
4014,2016,30 - Shpenzimet Kapitale,Administrata dhe Personeli,75659,4
4015,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,55109,4
4016,2016,30 - Shpenzimet Kapitale,Shërbimet e Shëndetësisë Primare,45357,4
4017,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,88400,4
4018,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,12090,3
4019,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,56291,3
4020,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,39195,3
4021,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,71036,4
4022,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,43444,1
4023,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,1364,4
4024,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,15473,1
4025,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,44674,2
4026,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,45318,1
4027,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,23207,1
4028,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,10940,1
4029,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,61,2
4030,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,55890,2
4031,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,77034,3
4032,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,39592,2
4033,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,23785,4
4034,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,41134,4
4035,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,43288,3
4036,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),40377,4
4037,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,44281,1
4038,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,56948,2
4039,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,70370,4
4040,2016,30 - Shpenzimet Kapitale,Kultura,44582,1
4041,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,11940,3
4042,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,15748,2
4043,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,79441,4
4044,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,30382,4
4045,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,18555,2
4046,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,16204,4
4047,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,14645,1
4048,2016,132 - Shpenzimet Komunale,Kultura,88209,2
4049,2016,11 - Paga dhe Mëditje,Kultura,75731,4
4050,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,47579,4
4051,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,6885,2
4052,2016,20 - Subvencione dhe Transfere,Kultura,11919,3
4053,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,34721,4
4054,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,59156,2
4055,2016,11 - Paga dhe Mëditje,Administrata dhe Personeli,89683,3
4056,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,58496,4
4057,2016,20 - Subvencione dhe Transfere,Shërbimet e Shëndetësisë Primare,9401,2
4058,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),43450,2
4059,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),24343,3
4060,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),979,2
4061,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,64956,4
4062,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,84152,3
4063,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,84504,1
4064,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,51029,4
4065,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),80018,3
4066,2016,30 - Shpenzimet Kapitale,Arsimi Parafillor (Qerdhet),35406,4
4067,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),34213,1
4068,2016,20 - Subvencione dhe Transfere,Administrata dhe Personeli,75491,2
4069,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,30484,3
4070,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,31164,4
4071,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,544,2
4072,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,55041,1
4073,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),9669,1
4074,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),72239,4
4075,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,62469,2
4076,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,42018,1
4077,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,8589,1
4078,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,63215,3
4079,2016,30 - Shpenzimet Kapitale,Shërbimet Sociale,86890,2
4080,2016,132 - Shpenzimet Komunale,Zyrja për Komunitete dhe Kthim,73571,1
4081,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,41418,3
4082,2016,132 - Shpenzimet Komunale,Arsimi Parafillor (Qerdhet),15284,3
4083,2016,11 - Paga dhe Mëditje,Administrata e Arsimit,53886,1
4084,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,20202,1
4085,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,60715,1
4086,2016,11 - Paga dhe Mëditje,Kultura,28909,2
4087,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,69460,2
4088,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,19317,2
4089,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,75998,2
4090,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,49602,3
4091,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,4866,1
4092,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,39558,4
4093,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,66574,4
4094,2016,132 - Shpenzimet Komunale,Administrata e Arsimit,82796,2
4095,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,89621,3
4096,2016,30 - Shpenzimet Kapitale,Kultura,27459,4
4097,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,38075,4
4098,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,16843,3
4099,2016,30 - Shpenzimet Kapitale,Administrata e Arsimit,45033,4
4100,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,18860,1
4101,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,7276,3
4102,2016,132 - Shpenzimet Komunale,Shërbimet Sociale,18937,3
4103,2016,30 - Shpenzimet Kapitale,Infrastruktura Publike,19292,1
4104,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,49063,4
4105,2016,132 - Shpenzimet Komunale,Administrata dhe Personeli,4561,2
4106,2016,11 - Paga dhe Mëditje,Zyrja për Komunitete dhe Kthim,76151,4
4107,2016,11 - Paga dhe Mëditje,Shërbimet Sociale,52448,3
4108,2016,20 - Subvencione dhe Transfere,Arsimi Parafillor (Qerdhet),63350,1
4109,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,54109,2
4110,2016,20 - Subvencione dhe Transfere,Infrastruktura Publike,49750,1
4111,2016,132 - Shpenzimet Komunale,Shërbimet e Shëndetësisë Primare,11356,4
4112,2016,30 - Shpenzimet Kapitale,Kultura,33450,3
4113,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,56873,1
4114,2016,11 - Paga dhe Mëditje,Infrastruktura Publike,2712,3
4115,2016,11 - Paga dhe Mëditje,Kultura,4881,1
4116,2016,11 - Paga dhe Mëditje,Shërbimet e Shëndetësisë Primare,86397,2
4117,2016,30 - Shpenzimet Kapitale,Zyrja për Komunitete dhe Kthim,28972,2
4118,2016,20 - Subvencione dhe Transfere,Shërbimet Sociale,3088,3
4119,2016,20 - Subvencione dhe Transfere,Administrata e Arsimit,17862,4
4120,2016,132 - Shpenzimet Komunale,Infrastruktura Publike,23425,3
4121,2016,20 - Subvencione dhe Transfere,Zyrja për Komunitete dhe Kthim,25325,4
4122,2016,11 - Paga dhe Mëditje,Arsimi Parafillor (Qerdhet),67930,3
